IHME-GBD_2021_DATA-9a8e9927-1
measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,All ages,Malaria,Number,2021,748131.2444025850,1536034.8901330400,267703.3128384160
Deaths,Global,Both,All ages,Diabetes mellitus type 1,Number,2020,48358.00780565360,53945.813561148200,43114.63059493580
Deaths,Global,Both,All ages,Diabetes mellitus type 2,Number,2020,1577244.2144223300,1671688.35907011,1466067.4176991000
Deaths,Global,Both,All ages,Acute hepatitis,Number,2021,71846.39302436680,92908.27919160000,58044.95424306760
Deaths,Global,Both,All ages,Acute hepatitis A,Number,2021,26901.550697786400,42453.6613158975,18386.910150770100
Deaths,Global,Both,All ages,Acute hepatitis B,Number,2021,36025.28294874760,44620.842542353100,26239.409555570000
Deaths,Global,Both,All ages,Acute hepatitis C,Number,2021,5474.370252347500,9110.813200233250,2464.8132064726200
Deaths,Global,Both,All ages,Acute hepatitis E,Number,2021,3445.1891254852300,5842.003188845740,1885.144709028320
Deaths,Global,Both,All ages,Alzheimer's disease and other dementias,Number,2019,1828734.5630423800,4835027.25644123,467974.769657463
Deaths,Global,Both,All ages,Malaria,Number,2017,672611.9183002810,1311472.2465077200,262193.58788054000
Deaths,Global,Both,All ages,Measles,Number,2017,108660.35188427600,231141.3979753050,37933.29837405100
Deaths,Global,Both,All ages,Stroke,Number,2017,6784646.009579020,7267769.323812950,6231952.112345510
Deaths,Global,Both,All ages,Diabetes mellitus type 1,Number,2019,48516.34600131930,53653.68544191950,43420.441643832900
Deaths,Global,Both,All ages,Diabetes mellitus type 2,Number,2019,1541583.536542440,1625851.7861611300,1442924.7529613300
Deaths,Global,Both,All ages,Diabetes mellitus,Number,2021,1656634.5255417200,1759551.409745090,1537698.765394510
Deaths,Global,Both,All ages,Measles,Number,2021,56049.274448784300,87053.75409689860,32379.6714527491
Deaths,Global,Both,All ages,Stroke,Number,2021,7252675.540862950,7808179.59447613,6566884.207830600
Deaths,Global,Both,All ages,Rheumatoid arthritis,Number,2017,34792.12471286860,40480.23365013890,29259.67590205400
Deaths,Global,Both,All ages,Alzheimer's disease and other dementias,Number,2021,1952676.9993192900,4984737.475120100,512981.21767268500
Deaths,Global,Both,All ages,Diabetes mellitus type 1,Number,2021,48511.30055233200,53957.72368893250,43623.65240247260
Deaths,Global,Both,All ages,Diabetes mellitus type 2,Number,2021,1608123.2249893800,1708293.6406592000,1493437.6984882800
Deaths,Global,Both,All ages,Alzheimer's disease and other dementias,Number,2017,1702692.2866881400,4425662.545246060,437628.0580042860
Deaths,Global,Both,All ages,Asthma,Number,2017,433463.33392217600,562734.782394603,352253.5762566590
Deaths,Global,Both,All ages,Diabetes mellitus type 1,Number,2017,47977.81094521160,52539.536861053400,43196.034864613200
Deaths,Global,Both,All ages,Diabetes mellitus type 2,Number,2017,1428736.006376440,1494382.4750249700,1343853.738114810
Deaths,Global,Both,All ages,Acute hepatitis,Number,2017,86394.7322108602,106223.50758254200,72908.31887302050
Deaths,Global,Both,All ages,Acute hepatitis A,Number,2017,38530.73210668650,55503.246162889600,28147.48719402420
Deaths,Global,Both,All ages,Acute hepatitis B,Number,2017,38285.45442914820,46829.86842841710,28809.45975312040
Deaths,Global,Both,All ages,Acute hepatitis C,Number,2017,5964.504921823330,10174.924864098700,2407.7298369829800
Deaths,Global,Both,All ages,Acute hepatitis E,Number,2017,3614.040753202280,6472.935723870590,1922.4857515977400
Deaths,Global,Both,All ages,Asthma,Number,2021,436192.9483950870,555604.0797882280,357795.38844017600
Deaths,Global,Both,All ages,Diabetes mellitus,Number,2017,1476713.817321650,1542942.5427357700,1393044.322872520
Deaths,Global,Both,All ages,COVID-19,Number,2021,7887553.952962120,8403574.74966847,7507141.196795270
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis,Number,2018,4624820.646613860,5884936.2320948600,3699672.9747733000
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis A,Number,2018,2180877.968508280,3305872.8382917800,1496951.2278212900
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis B,Number,2018,1944204.7480575500,2376356.395878580,1486759.8863828200
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis C,Number,2018,280823.0471165520,500850.9634648800,109414.32040229600
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis E,Number,2018,218914.88293148100,383759.7771460440,108613.2503654630
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus,Number,2018,35119771.99575040,36762602.75540610,33497911.385216300
YLLs (Years of Life Lost),Global,Both,All ages,Tuberculosis,Number,2018,46027896.77384790,50404950.58499470,41979812.71322730
YLLs (Years of Life Lost),Global,Both,All ages,Measles,Number,2018,8668656.33776264,17992137.76225620,3095895.708688460
YLLs (Years of Life Lost),Global,Both,All ages,Stroke,Number,2018,139879543.416243,148287825.5194610,130822381.03426500
YLLs (Years of Life Lost),Global,Both,All ages,Asthma,Number,2018,11394661.13062260,14656884.37587460,9497139.235967630
YLLs (Years of Life Lost),Global,Both,All ages,Rheumatoid arthritis,Number,2018,693183.8281516260,807117.2205896860,590835.9977255670
YLLs (Years of Life Lost),Global,Both,All ages,COVID-19,Number,2018,0.0,0.0,0.0
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus type 1,Number,2018,2255370.090137120,2486060.9535501400,2001368.9227509700
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus type 2,Number,2018,32864401.905613300,34325768.39137650,31316407.07660180
YLLs (Years of Life Lost),Global,Both,All ages,Tuberculosis,Number,2021,42592435.65997050,48100942.882587,38093887.65505660
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis,Number,2021,3831873.874634970,5192383.400117230,2950477.19480303
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis A,Number,2021,1590989.3697440700,2583709.66006315,1059241.004625660
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis B,Number,2021,1787128.992679610,2236494.580699610,1306352.5310246300
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis C,Number,2021,254798.52732745600,440162.2061229980,107639.43455213600
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis E,Number,2021,198956.9848838300,347423.61416856600,99263.24046909490
YLLs (Years of Life Lost),Global,Both,All ages,Rheumatoid arthritis,Number,2021,720834.1101905540,828117.5039878150,607330.1584611330
YLLs (Years of Life Lost),Global,Both,All ages,Tuberculosis,Number,2019,44645538.24828050,49708925.35360740,40548142.61733920
YLLs (Years of Life Lost),Global,Both,All ages,Tuberculosis,Number,2017,47219519.06852610,51373435.03644450,43197464.94837340
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis,Number,2019,4349558.36680913,5749233.136752060,3441182.809269360
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis A,Number,2019,1935054.6597696100,3025655.076608830,1318874.985622760
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis B,Number,2019,1920772.2990552200,2381464.3845091000,1442479.3824636800
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis C,Number,2019,274585.0618723100,488318.38070786800,107257.43168176900
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis E,Number,2019,219146.34611198400,385648.5504098210,105870.27216124600
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus,Number,2021,37775109.53659730,40022912.848215700,35381841.25122910
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus,Number,2019,36291072.13921670,38078476.76599980,34345687.41698900
YLLs (Years of Life Lost),Global,Both,All ages,Measles,Number,2021,4866627.013488030,7555399.412296880,2809547.451207320
YLLs (Years of Life Lost),Global,Both,All ages,Stroke,Number,2021,145246796.151412,156384761.7683370,133950053.7602760
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus type 1,Number,2021,2234248.3314828300,2470127.961411560,1980546.6562158000
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus type 2,Number,2021,35540861.20511450,37650455.33635710,33217121.76881650
YLLs (Years of Life Lost),Global,Both,All ages,Rheumatoid arthritis,Number,2019,702983.8940647620,814505.5574397660,595263.3314623500
YLLs (Years of Life Lost),Global,Both,All ages,Tuberculosis,Number,2020,43512500.46209460,48667599.76768580,39185446.41553400
YLLs (Years of Life Lost),Global,Both,All ages,Malaria,Number,2018,48070734.33210670,92172438.4098523,19042077.535134700
YLLs (Years of Life Lost),Global,Both,All ages,Asthma,Number,2021,11230094.8664229,14180562.779184900,9405818.043155800
YLLs (Years of Life Lost),Global,Both,All ages,Rheumatoid arthritis,Number,2017,680305.9354013730,795345.13336706,579064.7613967860
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis,Number,2017,4941670.005042160,6258720.251952100,4028874.9841885800
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis A,Number,2017,2459954.0061549000,3598996.042971290,1738750.035065330
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis B,Number,2017,1972925.4909527600,2406103.446404540,1516807.9756631400
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis C,Number,2017,288796.50623185200,506148.9779534290,110025.84205332100
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis E,Number,2017,219994.00170264100,386466.530020445,109584.14742015100
YLLs (Years of Life Lost),Global,Both,All ages,Alzheimer's disease and other dementias,Number,2018,22417060.270860300,57664194.40800020,5542612.817598240
YLLs (Years of Life Lost),Global,Both,All ages,Measles,Number,2019,8199112.463911660,17156495.355942500,3098391.6243950800
YLLs (Years of Life Lost),Global,Both,All ages,Stroke,Number,2019,141799142.29921700,151159287.19787000,131237523.89582200
YLLs (Years of Life Lost),Global,Both,All ages,COVID-19,Number,2021,197756735.80839300,211514620.57015800,187900904.12132800
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus,Number,2017,33867301.91706760,35321608.45081160,32360682.203811500
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus type 1,Number,2019,2255941.4171651300,2485603.6385547500,1997963.083777000
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus type 2,Number,2019,34035130.722051500,35720617.174014700,32135181.655122800
YLLs (Years of Life Lost),Global,Both,All ages,Malaria,Number,2021,52809221.71105700,105829146.70028400,19553713.43737260
YLLs (Years of Life Lost),Global,Both,All ages,Asthma,Number,2019,11392593.46511230,14659149.9757875,9533712.004168370
YLLs (Years of Life Lost),Global,Both,All ages,Measles,Number,2017,9426435.52694668,20029836.124525700,3291990.417934590
YLLs (Years of Life Lost),Global,Both,All ages,Stroke,Number,2017,137939564.695847,147079448.64355100,128809075.90478300
YLLs (Years of Life Lost),Global,Both,All ages,COVID-19,Number,2019,0.0,0.0,0.0
YLLs (Years of Life Lost),Global,Both,All ages,Measles,Number,2020,6021848.408408710,9718203.590949110,3333738.621548790
YLLs (Years of Life Lost),Global,Both,All ages,Stroke,Number,2020,143416512.50989800,154026933.84356800,131793428.35200600
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus type 1,Number,2017,2260469.8644497000,2474753.2524755200,2021676.3137153400
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus type 2,Number,2017,31606832.052617900,32987708.5985716,30128457.008315500
YLLs (Years of Life Lost),Global,Both,All ages,Alzheimer's disease and other dementias,Number,2021,24750578.726541400,63537377.88029000,6224336.237553350
YLLs (Years of Life Lost),Global,Both,All ages,Malaria,Number,2019,47455529.237307400,90120856.51791740,19299052.762080900
YLLs (Years of Life Lost),Global,Both,All ages,Asthma,Number,2017,11332204.892801900,14507508.360844400,9486575.045231350
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis,Number,2020,4040530.7060019200,5340431.962384650,3155632.4600133100
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis A,Number,2020,1736579.8732541800,2768601.9226436800,1158641.8195814600
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis B,Number,2020,1836442.2686971900,2274307.323213810,1354498.2194495500
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis C,Number,2020,262595.50803581700,454412.92574627600,106828.18945468600
YLLs (Years of Life Lost),Global,Both,All ages,Acute hepatitis E,Number,2020,204913.0560147320,357615.0909016440,98908.76349596390
YLLs (Years of Life Lost),Global,Both,All ages,COVID-19,Number,2017,0.0,0.0,0.0
YLLs (Years of Life Lost),Global,Both,All ages,Asthma,Number,2020,11272310.138848500,14570341.514149000,9407410.875720520
YLLs (Years of Life Lost),Global,Both,All ages,Malaria,Number,2017,48462921.399124900,92862970.84542670,19319605.97775070
YLLs (Years of Life Lost),Global,Both,All ages,Rheumatoid arthritis,Number,2020,708032.001688108,810931.7123543810,597689.8344365680
YLLs (Years of Life Lost),Global,Both,All ages,Alzheimer's disease and other dementias,Number,2019,23186011.45388490,60148070.8109986,5851775.738785010
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus,Number,2020,37044802.374655800,39204487.777840800,34953127.79932160
YLLs (Years of Life Lost),Global,Both,All ages,COVID-19,Number,2020,118399861.74860300,126338775.03123100,112328993.53563100
YLLs (Years of Life Lost),Global,Both,All ages,Malaria,Number,2020,52991184.22663290,107226503.68440500,18571970.928463100
YLLs (Years of Life Lost),Global,Both,All ages,Alzheimer's disease and other dementias,Number,2017,21660407.75023320,56219786.40607380,5508761.791317780
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus type 1,Number,2020,2235655.145948030,2474662.93243723,1967558.344170960
YLLs (Years of Life Lost),Global,Both,All ages,Diabetes mellitus type 2,Number,2020,34809147.22870780,36820032.49193070,32748409.37260610
YLLs (Years of Life Lost),Global,Both,All ages,Alzheimer's disease and other dementias,Number,2020,23866422.105017300,62166902.68771540,5950877.557557600
