measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Health System Grouping Levels,Both,All ages,Acute hepatitis C,Number,2017,5962.205489035225,10171.40372986814,2406.00771311688
Deaths,Health System Grouping Levels,Both,All ages,Acute hepatitis E,Number,2017,3612.5689998790035,6470.914297699933,1921.5851397114661
Deaths,North Africa and Middle East,Both,All ages,Rheumatoid arthritis,Number,2017,510.0046321648752,625.4817700785709,403.3565179941808
Deaths,Latin America and Caribbean,Both,All ages,Stroke,Number,2017,265121.20730235626,276103.17819097533,244525.84005253977
Deaths,Central Sub-Saharan Africa,Both,All ages,COVID-19,Number,2017,0.0,0.0,0.0
Deaths,Southeast Asia,Both,All ages,Diabetes mellitus type 1,Number,2017,4282.259968011023,5496.099734607501,3633.8579973416645
Deaths,Southeast Asia,Both,All ages,Diabetes mellitus type 2,Number,2017,167529.0031320272,180683.92876879487,154372.97341796695
Deaths,East Asia,Both,All ages,Stroke,Number,2017,2417467.366261235,2759384.440964125,2129248.43817833
Deaths,East Asia,Both,All ages,Rheumatoid arthritis,Number,2017,9695.456853684056,11658.12236327348,7188.717832505172
Deaths,Health System Grouping Levels,Both,All ages,Diabetes mellitus,Number,2017,1474858.102395096,1541010.0368573389,1391255.7261672425
Deaths,Andean Latin America,Both,All ages,Acute hepatitis,Number,2017,34.562959547805995,41.65118245854334,28.259357602742618
Deaths,Andean Latin America,Both,All ages,Acute hepatitis A,Number,2017,20.991120424087903,24.83103605550959,16.903655760194816
Deaths,Andean Latin America,Both,All ages,Acute hepatitis B,Number,2017,10.272246233680702,13.031400379366733,7.924994749144372
Deaths,Andean Latin America,Both,All ages,Acute hepatitis C,Number,2017,2.6662767637709144,3.600533321753898,1.9478794603555365
Deaths,Andean Latin America,Both,All ages,Acute hepatitis E,Number,2017,0.63331612626647,0.9656395372475912,0.3773931206311023
Deaths,Latin America and Caribbean,Both,All ages,COVID-19,Number,2017,0.0,0.0,0.0
Deaths,Oceania,Both,All ages,COVID-19,Number,2017,0.0,0.0,0.0
Deaths,East Asia,Both,All ages,Acute hepatitis A,Number,2018,504.10322438803905,656.0196211717213,337.42744594424306
Deaths,East Asia,Both,All ages,Acute hepatitis B,Number,2018,2795.733389740739,3416.346074796319,2284.365323235144
Deaths,East Asia,Both,All ages,Acute hepatitis C,Number,2018,85.62632254360048,158.56826686906444,56.376274902667525
Deaths,East Asia,Both,All ages,Acute hepatitis E,Number,2018,141.80338703295033,285.2490957473996,77.83728196259645
Deaths,Health System Grouping Levels,Both,All ages,Diabetes mellitus type 1,Number,2017,47916.61533142234,52476.988864241874,43139.32970203447
Deaths,Health System Grouping Levels,Both,All ages,Diabetes mellitus type 2,Number,2017,1426941.487063674,1492559.7772626267,1342128.894989109
Deaths,Eastern Europe,Both,All ages,Asthma,Number,2017,1763.1390011606716,1813.862349343741,1679.7915937073624
Deaths,East Asia,Both,All ages,Diabetes mellitus type 1,Number,2017,4687.730818092064,5496.201846117093,4066.952743339334
Deaths,East Asia,Both,All ages,Diabetes mellitus type 2,Number,2017,169690.6786649228,193372.85588442546,149131.95048479844
Deaths,Western Europe,Both,All ages,Acute hepatitis A,Number,2017,46.239265663128094,52.23758288126331,39.85665914134568
Deaths,Western Europe,Both,All ages,Acute hepatitis B,Number,2017,75.48321318261651,82.40912203821692,67.59221910370135
Deaths,Western Europe,Both,All ages,Acute hepatitis C,Number,2017,9.880497479018366,11.013317725200674,8.517943316447814
Deaths,Western Europe,Both,All ages,Acute hepatitis E,Number,2017,25.527694924180228,29.63646822001176,20.97190357613301
Deaths,North Africa and Middle East,Both,All ages,Malaria,Number,2017,14253.645458919807,35509.99095139147,2555.624253856654
Deaths,Western Europe,Both,All ages,Diabetes mellitus,Number,2017,91315.3517561764,98274.10089480752,78733.75394378672
Deaths,Central Europe,Both,All ages,Rheumatoid arthritis,Number,2017,503.55754121079167,530.6718857426079,465.068682766613
Deaths,East Asia,Both,All ages,COVID-19,Number,2017,0.0,0.0,0.0
Deaths,Andean Latin America,Both,All ages,Measles,Number,2017,0.0,0.0,0.0
Deaths,Andean Latin America,Both,All ages,Malaria,Number,2017,57.44099964331871,130.69613093211873,16.52126949556354
Deaths,Australasia,Both,All ages,Acute hepatitis B,Number,2017,2.6927216316330638,3.128950044706943,2.2812871928581346
Deaths,Australasia,Both,All ages,Acute hepatitis C,Number,2017,0.3920517785231495,0.48926545256161663,0.31823562579181075
Deaths,Australasia,Both,All ages,Acute hepatitis E,Number,2017,0.20682477810827804,0.30367133464129736,0.13753942483456408
Deaths,Latin America and Caribbean,Both,All ages,Malaria,Number,2017,1791.2996222385632,3737.99047458427,651.5477112229986
Deaths,Oceania,Both,All ages,Diabetes mellitus type 1,Number,2017,99.81964178141254,131.02880782738535,73.8311020980314
Deaths,Andean Latin America,Both,All ages,Diabetes mellitus,Number,2017,12833.488906793104,14246.496519390465,11609.139783598795
Deaths,High-income,Both,All ages,Acute hepatitis,Number,2018,384.0937852604068,408.7481863671333,342.8183413213713
Deaths,High-income,Both,All ages,Acute hepatitis A,Number,2018,133.0874233435082,147.45016359933,118.17034588854612
Deaths,High-income,Both,All ages,Acute hepatitis B,Number,2018,188.77865639522312,202.29368081801863,168.99833515283825
Deaths,High-income,Both,All ages,Acute hepatitis C,Number,2018,26.11883266499741,28.679815733012315,23.296109762333895
Deaths,High-income,Both,All ages,Acute hepatitis E,Number,2018,36.10887285667843,41.13001794682032,29.409220036821637
Deaths,Latin America and Caribbean,Both,All ages,Asthma,Number,2017,7814.9509397418415,8502.813881737342,7232.764795942514
Deaths,High-income,Both,All ages,Diabetes mellitus,Number,2018,206144.35593350563,219013.38225148187,181958.09629094636
Deaths,Central Europe,Both,All ages,Measles,Number,2017,6.718716853599165,9.180271857536505,4.838440006421807
Deaths,Central Europe,Both,All ages,Malaria,Number,2017,0.0,0.0,0.0
Deaths,Southern Latin America,Both,All ages,Acute hepatitis,Number,2018,15.406360819201423,17.583075642842243,13.309446053495709
Deaths,Southern Latin America,Both,All ages,Acute hepatitis A,Number,2018,5.747588276701558,6.787486126611462,4.816912989452274
Deaths,Southern Latin America,Both,All ages,Acute hepatitis B,Number,2018,5.271257418490236,6.218537154200068,4.320181631116169
Deaths,Southern Latin America,Both,All ages,Acute hepatitis C,Number,2018,3.803689657519594,4.422942097695373,3.277864826941192
Deaths,Southern Latin America,Both,All ages,Acute hepatitis E,Number,2018,0.5838254664900419,0.743125261766884,0.4017375814071917
Deaths,Eastern Europe,Both,All ages,Tuberculosis,Number,2017,11223.33503689041,11619.228708013621,10801.111675897264
Deaths,North Africa and Middle East,Both,All ages,Acute hepatitis,Number,2017,7876.818478273033,10534.266364501527,5839.700165899408
Deaths,North Africa and Middle East,Both,All ages,Acute hepatitis A,Number,2017,1990.2998648024436,3058.555297879977,1129.5820473612573
Deaths,North Africa and Middle East,Both,All ages,Acute hepatitis B,Number,2017,5628.655553417806,7755.559462104818,3635.5332964491954
Deaths,North Africa and Middle East,Both,All ages,Acute hepatitis C,Number,2017,118.46223634471401,384.13834636934575,53.05062646319706
Deaths,North Africa and Middle East,Both,All ages,Acute hepatitis E,Number,2017,139.40082370806843,267.3771767050591,75.52426632053903
Deaths,North Africa and Middle East,Both,All ages,Tuberculosis,Number,2017,22304.392074451607,32898.46600905607,18139.124557532054
Deaths,East Asia,Both,All ages,Diabetes mellitus,Number,2018,178406.70612397933,205789.05815547548,154639.23133158605
Deaths,Central Europe,Both,All ages,Acute hepatitis,Number,2017,42.97745563263875,48.010562777913954,37.35397493841098
Deaths,Central Europe,Both,All ages,Acute hepatitis A,Number,2017,9.019700996673391,10.432943931338464,7.906716333759251
Deaths,Central Europe,Both,All ages,Acute hepatitis B,Number,2017,31.06615557366221,35.379009745619854,26.800131392602903
Deaths,Central Europe,Both,All ages,Acute hepatitis C,Number,2017,1.2688416609316508,1.4385777915883855,1.1210515425087384
Deaths,Central Europe,Both,All ages,Acute hepatitis E,Number,2017,1.622757401371499,2.084375625573822,1.2182855195123832
Deaths,Southern Latin America,Both,All ages,Rheumatoid arthritis,Number,2018,394.1304025782873,423.7736972152814,360.0321510803982
Deaths,Caribbean,Both,All ages,Rheumatoid arthritis,Number,2017,227.7522871807706,260.19365825324195,200.59768513430276
Deaths,Eastern Europe,Both,All ages,Stroke,Number,2017,434287.5878421099,449994.39206781035,407275.67871993256
Deaths,North Africa and Middle East,Both,All ages,Diabetes mellitus,Number,2017,102090.98629006893,110277.95130618013,93838.1496169235
Deaths,Latin America and Caribbean,Both,All ages,Rheumatoid arthritis,Number,2017,3151.128110203629,3291.699538722885,2925.214221118601
Deaths,Southern Latin America,Both,All ages,Diabetes mellitus,Number,2018,13880.777139396878,14586.447267275227,12935.482579057845
Deaths,Caribbean,Both,All ages,Diabetes mellitus type 1,Number,2017,772.0659259387772,945.7291154087039,627.8948374832818
Deaths,Caribbean,Both,All ages,Diabetes mellitus type 2,Number,2017,17687.377617981765,19509.728101785153,16139.74504829521
Deaths,East Asia,Both,All ages,Measles,Number,2018,3.256658941475712,4.863437600304299,2.1425347582163385
Deaths,East Asia,Both,All ages,Malaria,Number,2018,2.427848622281771,3.2076748660771974,1.8530656229477411
Deaths,Oceania,Both,All ages,Stroke,Number,2017,8756.655750591171,10447.345334232226,7284.573187904091
Deaths,East Asia,Both,All ages,Acute hepatitis,Number,2017,3765.6767084384646,4562.686187679289,3157.5964770569426
Deaths,East Asia,Both,All ages,Tuberculosis,Number,2018,52415.32753839388,62452.29328219359,44646.32189310177
Deaths,Andean Latin America,Both,All ages,Stroke,Number,2017,21183.09081168127,23673.551682900936,18617.650041196695
Deaths,Caribbean,Both,All ages,Tuberculosis,Number,2017,2651.9043493796353,6131.92787287505,1812.0577823397412
Deaths,Central Europe,Both,All ages,Asthma,Number,2017,1835.8057365104305,1943.7619446827482,1709.62132884269
Deaths,East Asia,Both,All ages,Stroke,Number,2018,2463308.0661282954,2810062.765910818,2139091.5571672176
Deaths,East Asia,Both,All ages,Rheumatoid arthritis,Number,2018,9897.459398004072,11833.867014608502,7506.89472291032
Deaths,Southern Latin America,Both,All ages,Diabetes mellitus type 1,Number,2018,474.3810095923324,495.92120172295523,451.4175125959977
Deaths,Southern Latin America,Both,All ages,Diabetes mellitus type 2,Number,2018,13406.396129804549,14108.6976036055,12481.363713719633
Deaths,Eastern Europe,Both,All ages,COVID-19,Number,2017,0.0,0.0,0.0
Deaths,East Asia,Both,All ages,Asthma,Number,2018,27733.964531260208,32608.68222920076,23632.504835088876
Deaths,Caribbean,Both,All ages,Measles,Number,2017,0.00013605610162247605,0.0002218497709496656,6.93473280444197e-05
Deaths,Caribbean,Both,All ages,Stroke,Number,2017,37573.13446084125,41486.19814890787,34102.09101611198
Deaths,G20,Both,All ages,Rheumatoid arthritis,Number,2018,30279.196284741472,34958.50137450344,25524.00293934487
Deaths,Andean Latin America,Both,All ages,Asthma,Number,2017,501.4827329043741,604.7454522963649,421.2434262371897
Deaths,Caribbean,Both,All ages,Asthma,Number,2017,2027.5094080909976,2777.9524185137443,1621.657075002045
Deaths,High-income,Both,All ages,Rheumatoid arthritis,Number,2018,9422.67354084166,10127.185130676628,8121.080627478783
Deaths,East Asia,Both,All ages,COVID-19,Number,2018,0.0,0.0,0.0
Deaths,Australasia,Both,All ages,Rheumatoid arthritis,Number,2017,270.9883435717093,300.58692115000804,230.91524921349315
Deaths,Latin America and Caribbean,Both,All ages,Diabetes mellitus type 1,Number,2017,4344.0206394011775,4583.159999069467,4142.789145887061
Deaths,Latin America and Caribbean,Both,All ages,Diabetes mellitus type 2,Number,2017,190004.38035883434,197054.9074626793,178867.3804464374
Deaths,Latin America and Caribbean,Both,All ages,Acute hepatitis,Number,2017,489.597712867,530.7862087804548,450.19104769394295
Deaths,Latin America and Caribbean,Both,All ages,Acute hepatitis A,Number,2017,202.61574856645868,230.6073174358681,180.2188731991084
Deaths,Latin America and Caribbean,Both,All ages,Acute hepatitis B,Number,2017,213.63583586386736,231.37363405356015,197.1001003989314
Deaths,Latin America and Caribbean,Both,All ages,Acute hepatitis C,Number,2017,57.98885931788297,62.5508761020815,52.16475611217097
Deaths,Latin America and Caribbean,Both,All ages,Acute hepatitis E,Number,2017,15.357269118791187,18.221710891720658,11.869140899256195
Deaths,Central Asia,Both,All ages,Measles,Number,2018,5.0169833572751,8.272765164144973,3.065431992913246
Deaths,Central Asia,Both,All ages,Malaria,Number,2018,0.0,0.0,0.0
Deaths,High-income,Both,All ages,Malaria,Number,2018,2.0575133417562665,2.4883647252997534,1.723148400079951
Deaths,Central Asia,Both,All ages,Acute hepatitis,Number,2018,302.94285185033607,394.5742213554928,238.94769431856062
Deaths,Central Asia,Both,All ages,Acute hepatitis A,Number,2018,52.52574365637638,67.03858952202505,42.00545776357309
Deaths,Central Asia,Both,All ages,Acute hepatitis B,Number,2018,238.12943986285524,314.93816064515437,187.30635680979822
Deaths,Central Asia,Both,All ages,Acute hepatitis C,Number,2018,9.633312520190215,13.575413299273267,6.549204111890559
Deaths,Central Asia,Both,All ages,Acute hepatitis E,Number,2018,2.6543558109144225,3.7842902011838087,1.8795338357276177
Deaths,Eastern Europe,Both,All ages,Acute hepatitis,Number,2017,101.10821050040964,111.3755111368266,82.37804861886777
Deaths,Eastern Europe,Both,All ages,Acute hepatitis A,Number,2017,10.00771754285355,11.758181823112254,8.48336139629384
Deaths,Eastern Europe,Both,All ages,Acute hepatitis B,Number,2017,79.88779565076682,87.92325983645821,64.34598216558985
Deaths,Eastern Europe,Both,All ages,Acute hepatitis C,Number,2017,7.697404559090689,9.235601808261174,6.208763444519507
Deaths,Eastern Europe,Both,All ages,Acute hepatitis E,Number,2017,3.5152927476984503,4.1334917620545,2.69909076188348
Deaths,East Asia,Both,All ages,Diabetes mellitus type 1,Number,2018,4670.8712058648625,5618.919905925063,4015.3888826264083
Deaths,East Asia,Both,All ages,Diabetes mellitus type 2,Number,2018,173735.83491811447,200713.76110364567,150682.46917941084
Deaths,Central Asia,Both,All ages,Asthma,Number,2018,3216.7496179216714,3564.867231728265,2916.7599741780386
Deaths,Southeast Asia,Both,All ages,Malaria,Number,2017,2784.847935333382,7562.297951612891,786.726061570467
Deaths,Southern Latin America,Both,All ages,Measles,Number,2018,0.019711659910564415,0.03428341415113808,0.009558110685406941
Deaths,Southern Latin America,Both,All ages,Malaria,Number,2018,0.0,0.0,0.0
Deaths,Southeast Asia,Both,All ages,Rheumatoid arthritis,Number,2018,966.6633435476886,1147.6425995813192,622.7864966969852
Deaths,High-income Asia Pacific,Both,All ages,Measles,Number,2018,0.4795728803661747,0.5644412691416851,0.3710076179747543
Deaths,High-income Asia Pacific,Both,All ages,Malaria,Number,2018,2.0575133417562665,2.4883647252997534,1.723148400079951
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Acute hepatitis,Number,2017,8813.051700683916,11235.419391708037,7220.810268288153
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Acute hepatitis A,Number,2017,2354.7966177908497,5419.175582374603,1149.0179455718321
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Acute hepatitis B,Number,2017,5254.822753553929,7291.39271355577,3161.2438100489917
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Acute hepatitis C,Number,2017,796.596368810496,2247.3091164623843,121.61297499385061
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Acute hepatitis E,Number,2017,406.83596052863703,879.0194374281689,137.3842960878551
Deaths,Caribbean,Both,All ages,Acute hepatitis,Number,2017,62.93855413031703,88.27814084799978,44.70557741028272
Deaths,Caribbean,Both,All ages,Acute hepatitis A,Number,2017,35.49104975261021,54.37574786804377,21.909532955609134
Deaths,Caribbean,Both,All ages,Acute hepatitis B,Number,2017,20.32790007199543,30.09293240599232,14.477450461835572
Deaths,Caribbean,Both,All ages,Acute hepatitis C,Number,2017,5.313062505897255,8.204016007836108,2.967177529105813
Deaths,Caribbean,Both,All ages,Acute hepatitis E,Number,2017,1.8065417998141533,2.590663717289541,0.9078272408646746
Deaths,Australasia,Both,All ages,Malaria,Number,2018,0.0,0.0,0.0
Deaths,Southeast Asia,Both,All ages,Diabetes mellitus type 1,Number,2018,4327.776677203186,5591.996437027702,3684.410090530115
Deaths,Southeast Asia,Both,All ages,Diabetes mellitus type 2,Number,2018,174948.29538527207,188390.1960308645,161129.0502015956
Deaths,Caribbean,Both,All ages,COVID-19,Number,2017,0.0,0.0,0.0
Deaths,Southern Latin America,Both,All ages,Asthma,Number,2018,809.7247702127331,853.6792429727758,743.5500158308712
Deaths,Andean Latin America,Both,All ages,COVID-19,Number,2017,0.0,0.0,0.0
Deaths,Australasia,Both,All ages,Diabetes mellitus,Number,2017,4455.460024299764,4818.472548521824,3913.389190409034
Deaths,Caribbean,Both,All ages,Diabetes mellitus,Number,2017,18459.44354392051,20383.852645912157,16811.78360107427
Deaths,Central Latin America,Both,All ages,Rheumatoid arthritis,Number,2017,2024.5924334836573,2117.756016303833,1894.0360310710175
Deaths,Southeast Asia,Both,All ages,Malaria,Number,2018,2418.8760236479957,8823.192974859503,509.9261041548327
Deaths,Southeast Asia,Both,All ages,Tuberculosis,Number,2017,180667.91041790287,203150.2863049367,162803.0843009601
Deaths,High-income North America,Both,All ages,Tuberculosis,Number,2018,891.984392034231,937.546411149038,811.5445417277564
Deaths,Central Asia,Both,All ages,COVID-19,Number,2018,0.0,0.0,0.0
Deaths,High-income Asia Pacific,Both,All ages,Asthma,Number,2018,3870.224481333138,4747.089285994387,3004.0697501653776
Deaths,Central Asia,Both,All ages,Tuberculosis,Number,2017,5393.437117229506,5822.585958206613,5056.341886283109
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Diabetes mellitus,Number,2017,54628.43712432998,62041.92421756762,48594.995046225726
Deaths,High-income,Both,All ages,Acute hepatitis,Number,2017,365.07690246292213,387.9427778045564,328.2435306468597
Deaths,High-income,Both,All ages,Acute hepatitis A,Number,2017,117.79699055022321,130.2339990287182,105.09850096297508
Deaths,High-income,Both,All ages,Acute hepatitis B,Number,2017,187.59519565480824,200.08616142032216,170.2373834965717
Deaths,High-income,Both,All ages,Acute hepatitis C,Number,2017,26.314791494866718,28.679652676126594,23.624052372286222
Deaths,High-income,Both,All ages,Acute hepatitis E,Number,2017,33.36992476302384,38.0216056512465,27.3668082448192
Deaths,Southern Latin America,Both,All ages,Tuberculosis,Number,2018,1309.830011636168,1387.7098332134615,1234.3951198494449
Deaths,Oceania,Both,All ages,Diabetes mellitus type 2,Number,2017,6381.918076684792,7502.631596466645,5495.082166456216
Deaths,Latin America and Caribbean,Both,All ages,Diabetes mellitus,Number,2017,194348.40099823527,201493.6512665369,183135.48117191732
Deaths,Eastern Europe,Both,All ages,Diabetes mellitus,Number,2017,38164.652988127025,39258.400485749466,36229.40081867187
Deaths,High-income North America,Both,All ages,Stroke,Number,2018,201489.32662494777,217012.61094196537,171345.84996125675
Deaths,Southeast Asia,Both,All ages,Measles,Number,2017,5211.571854398506,11811.954033366676,1713.7363904706901
Deaths,Southeast Asia,Both,All ages,Stroke,Number,2017,803594.9594420356,871570.0873941989,729720.488565462
Deaths,Southeast Asia,Both,All ages,Asthma,Number,2017,62726.94187645175,70573.82086211223,56473.053166325226
Deaths,Central Latin America,Both,All ages,Diabetes mellitus type 1,Number,2017,1854.2432600124894,1892.1640422015785,1806.9812601239153
Deaths,Central Latin America,Both,All ages,Diabetes mellitus type 2,Number,2017,98980.95849941664,101949.68814050905,94582.01388622829
Deaths,High-income,Both,All ages,Diabetes mellitus,Number,2017,203742.1091079578,216251.89506340213,179903.95239137195
Deaths,North Africa and Middle East,Both,All ages,Measles,Number,2017,3495.7132074935116,7923.729746676137,1139.5124690286752
Deaths,North Africa and Middle East,Both,All ages,Stroke,Number,2017,346648.621436081,380670.868692332,312689.7344954024
Deaths,Eastern Europe,Both,All ages,Rheumatoid arthritis,Number,2017,1202.4459596258491,1241.5414960583628,1147.4778488021611
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Measles,Number,2017,38539.644013128775,77971.37780683767,14077.453617534842
Deaths,Australasia,Both,All ages,Diabetes mellitus type 1,Number,2017,102.22876476822312,108.41455485321974,95.84056829823476
Deaths,Australasia,Both,All ages,Diabetes mellitus type 2,Number,2017,4353.231259531535,4712.777911915446,3814.9040004112862
Deaths,High-income North America,Both,All ages,Acute hepatitis A,Number,2018,73.80660631666481,81.56030312533852,65.59880429757746
Deaths,High-income North America,Both,All ages,Acute hepatitis B,Number,2018,33.74682033767666,37.091752656729184,29.68383866743051
Deaths,High-income North America,Both,All ages,Rheumatoid arthritis,Number,2018,2516.8397062447743,2694.257284732986,2187.1224426012977
Deaths,Central Europe,Both,All ages,Diabetes mellitus,Number,2017,31241.390350598816,32506.783847058592,29385.46929723088
Deaths,High-income North America,Both,All ages,Acute hepatitis C,Number,2018,7.069478008108613,7.882746833184586,6.215973404066891
Deaths,High-income North America,Both,All ages,Acute hepatitis E,Number,2018,4.461335262404832,5.175564185808843,3.5642028885521833
Deaths,High-income,Both,All ages,Diabetes mellitus type 1,Number,2018,6783.811477288115,6955.072775621607,6501.128160633755
Deaths,High-income,Both,All ages,Diabetes mellitus type 2,Number,2018,199360.54445621764,212093.27265040536,175436.88773894863
Deaths,High-income North America,Both,All ages,Diabetes mellitus,Number,2018,75726.78701310349,79831.87396931647,68787.55564600455
Deaths,High-income Asia Pacific,Both,All ages,COVID-19,Number,2018,0.0,0.0,0.0
Deaths,High-income North America,Both,All ages,Diabetes mellitus type 1,Number,2018,3790.754665868093,3864.864215269843,3686.082246234022
Deaths,High-income North America,Both,All ages,Diabetes mellitus type 2,Number,2018,71936.03234723533,76007.51900192726,65079.24720513808
Deaths,North Africa and Middle East,Both,All ages,Asthma,Number,2017,24668.874404212173,27726.697189858063,22092.076437290285
Deaths,Southeast Asia,Both,All ages,COVID-19,Number,2017,0.0,0.0,0.0
Deaths,WHO region,Both,All ages,Acute hepatitis,Number,2017,86360.35975693616,106186.64080799144,72877.3019697363
Deaths,WHO region,Both,All ages,Acute hepatitis A,Number,2017,38519.52396760536,55486.575510818446,28138.668581338017
Deaths,WHO region,Both,All ages,Acute hepatitis B,Number,2017,38267.01118343271,46810.056828700224,28796.85209497201
Deaths,Central Latin America,Both,All ages,Acute hepatitis,Number,2017,233.6431860535517,257.95460516094926,209.2519220898842
Deaths,Central Latin America,Both,All ages,Acute hepatitis A,Number,2017,106.49181580768833,119.47186211627795,94.45722199396845
